book_id,title,author,category_id
326,"Psychology of Option Trading ""ऑप्शन ट्रेडिंग"" Book in Hindi : An Ultimate Book to understand Share Market Psychology",Mahesh Chandra Kaushik,3
327,The Laws of Human Nature (Export TPB),Robert Greene,3
328,Feel-Good Productivity : How to Do More of What Matters to You,Ali Abdaal,3
329,"Let's Talk Mutual Funds : A Systematic, Smart Way to Make Them Work for You",Monika Halan,3
330,"The Intelligent Investor, Rev. Ed: The Definitive Book on Value Investing",Benjamin Graham,3
331,Coffee Can Investing: The Low-Risk Road,"Rakshit; Uni Mukherjea, Saurabh; Ranjan",3
332,"Breakout Trading Made Easy ""ब्रेकआउट ट्रेडिंग मेड ईजी"" Book in Hindi | Maximize your Profits with Simple Price Action Strategies | Sunil Gurjar",Sunil Gurjar,3
333,Master Your Emotions: A Practical Guide to Overcome Negativity and Better Manage Your Feelings (Mastery Series Book 1),thibaut  meurisse,3
334,7 Habits of Highly Effective People,STEPHEN R COVEY,3
335,"THE ART OF THINKING CLEARLY: BETTER THINKING, BETTER DECISIONS [Hardcover] Dobelli, Rolf",ROLF DOBELLI,3
336,The Psychology Of Money Paperback – 1 September 2020,morgan housel,3
337,"Who Moved My Cheese?: An Amazing Way to Deal with Change in Your Work and in Your Life [Paperback] Johnson, Dr Spencer",Dr Spencer Johnson,3
338,MINDSET: HOW YOU CAN FULFILL YOUR POTENTIAL,Carol Dweck,3
339,"How to See a Breakout, before it really happens: Breakout Signals in Descending Channels",Dr.Sudhir  Dixit,3
340,Doglapan : The Hard Truth about Life and Start-Ups,ASHNEER GROVER,3
341,How to Make Money With Breakout Trading: A Simple Stock Market Book for Beginners - The Secret of becoming Intelligent Investor - Price Action Trading through subconscious mind and the Power of Now,Indrazith Shantharaj,3
342,Share Market Book शून्य से सीखें शेयर बाज़ार हिंदी में Stock Market Learning Book,vaibhav khare,3
343,Shoe Dog,Phil Knight,3
344,Start With Why,SINEK SIMON,3
345,Influence : The Psychology of Persuasion (New and Expanded),PhD Robert B. Cialdini,3
346,Secrets of a Pivot Boss: Revealing Proven Methods for Profiting in the Market,Frank O Ochoa,3
347,The Psychology of Money,Morgan Housel,3
348,Never Split the Difference : Negotiating as if Your Life Depended on It,Chris Voss,3
349,How To Win Friends And Influence People (Dale Carnegie Books),Dale Carnegie,3
350,Guide to Technical Analysis & Candlesticks Book,Ravi Patel,3
351,The Power of Your Subconscious Mind,Joseph Murphy,3
352,Breakout Trading Made Easy: Maximize Your Profits with Simple Price Action Strategies,Sunil Gurjar,3
353,THINK AND GROW RICH (PB),Napoleon Hill,3
354,World’s Greatest Books For Personal Growth & Wealth (Set of 4 Books) : Perfect Motivational Gift Set,Dale Carnegie,3
355,Think And Grow Rich - Hindi,Napoleon Hill,3
356,"Same As Ever: Timeless Lessons on Risk, Opportunity and Living a Good Life",Morgan Housel,3
357,Zero to One (L),Peter Thiel,3
358,The Richest Man In Babylon - Fingerprint!,George S. Clason,3
359,The Intelligent Investor (English) Paperback – 2013,Benjamin Graham,3
360,Dhan-Sampatti Ka Manovigyan (The Psychology of Money),Morgan Housel,3
361,Think and Grow Rich: THE 21st CENTURY EDITION,Napoleon Hill,3
362,As a Man Thinketh,James Allen,3
363,"Trading Chart Pattern book | It includes Candlestick Patterns, Breakout Patterns, Entry Exit Points, Indicators, Trading Volume, Risk Management and many more | Trading Book from Basic to advance | Award Winning Book | Each Pattern explained in Detail",Hivex Publication,3
364,"Hindi - Trading Candlesticks and Chart Pattern Book | Includes Candlestick & Breakout Patterns | Indicators, Risk Management, Entry exit & Price Action",Pixelpage Experts,3
365,Breaking the Mould : Reimagining India's Economic Future,Raghuram Rajan,3
366,THE RICHEST MAN IN BABYLON (PB),George S. Clason,3
367,Indian Economy for UPSC (English)| 15th Edition|Civil Services Exam|State Administrative Exams,Ramesh Singh,3
368,Coffee Can Investing: The Low-Risk Road,"Rakshit; Uni Mukherjea, Saurabh; Ranjan",3
369,"Let's Talk Money: You've Worked Hard for It, Now Make It Work for You",Monika Halan,3
370,(Hindi Book) Price Action Trading : Technical Analysis Hindi by Sunil Gurjar (Chartmojo) - Chart Patterns | Candlestick Patterns | Breakout Patterns & Lot More !,Sunil Gurjar (Chartmojo),3
371,Chanakya Neeti English(PB),B.K. Chaturvedi,3
372,Objective Computer Awareness,Arihant Experts,3
373,Option​s Trading Handbook,Mahesh Chandra Kaushik,3
374,Think and Grow Rich,Napoleon Hill,3
375,Before You Start Up : How to Prepare to Make Your Startup Dream a Reality,Pankaj Goyal,3
376,"Blue Ocean Strategy, Expanded Edition",W. Chan Kim,3
377,Talk Like TED: The 9 Public Speaking Secrets of the World's Top Minds,Carmine Gallo,3
378,The Communist Manifesto,Karl Marx,3
379,What I Learned About Investing from Darw,Pulak Prasad,3
380,Babylon Ka Sabse Ameer Aadami (The Richest Man in Babylon in Hindi),George S. Clason,3
381,The Joys Of Compounding: The Passionate Pursuit of Lifelong Learning,Gautam Baid,3
382,Breaking the Mould: Reimagining India's Economic Future,Raghuram Rajan,3
383,The Power of Your Subconscious Mind,Joseph Murphy,3
384,Reminiscences of a Stock Operator,Edwin Lefèvre,3
385,The Wealth of Nations,Adam Smith,3
386,How to Avoid Loss and Earn Consistently in the Stock Market: An Easy-to-understand and Practical Guide for Every Investor,Prasenjit Paul,3
387,Goshta Paishapanyachi - Master Your Finances: A Comprehensive Guide to Financial Literacy and Smart Money Management,Prafulla Wankhede,3
388,How to Develop Self-Confidence & Influence People By Public Speaking,Dale Carnegie,3
389,The Intelligent Investor (Hindi),Benjamin Graham,3
390,Think & Grow Rich: Original Edition | Premium Paperback,Napoleon Hill,3
391,Material World: A Substantial Story of Our Past and Future,Ed Conway,3
392,Option Trading Se Paison Ka Ped Kaise Lagayen,Mahesh Chander Kaushik,3
393,Reminiscences of a Stock Operator,Edwin Lefevre,3
394,Think & Grow Rich | Napoleon Hill | Hardcover | International Bestseller Book,Napoleon Hill,3
395,The Psychology of Money (Gujarati),Morgan Housel,3
396,The Power of Focus: Achieving Your Goals with Clarity and Determination (Best Selling Books of All Time) (Hindi Edition),JACK CANFIELD,3
397,"Corporate Chanakya, 10th Anniversary Edition",Radhakrishnan Pillai,3
398,MASTERING THE MARKET CYCLE: Getting the odds on your side,Howard Marks,3
399,Romancing The Balance Sheet-Second Edition,Dr Anil Lamba,3
400,The Arthashastra (Penguin Classics),Kautilya,3
401,Own Your Body: A Doctor's Life-saving Tips,Dr. Shiv K Sarin,3
402,"Communication Book, The",Mikael Krogerus,3
403,Shoe Dog,Phil Knight,3
404,The Millionaire Fastlane: Crack the Code to Wealth and Live Rich for a Lifetime,MJ DeMarco,3
405,One Up On Wall Street + Learn To Earn + Beating The Street (Set Of 3 Books) By Peter Lynch,"""AMAZINGBUY21""",3
406,Grit (L),Angela Duckworth,3
407,"The Lean Startup: How Constant Innovation Creates Radically Successful Businesses [Paperback] Ries, Eric",RIES ERIC,3
408,HOOKED,Nir Eyal,3
409,Chip War,Chris Miller,3
410,Measure What Matters,John Doerr,3
411,"Adapt: To Thrive, not just Survive",Harit Nagpal,3
412,Invisible Women : the Sunday Times number one bestseller exposing the gender bias women face every day,Caroline Criado Perez,3
413,The Man Who Solved the Market: How Jim Simons Launched the Quant Revolution SHORTLISTED FOR THE FT & MCKINSEY BUSINESS BOOK OF THE YEAR AWARD 2019,Gregory Zuckerman,3
414,The Industry Handbook,Zebra Learn,3
415,Elon Musk,Ashlee Vance,3
416,"Designing Data-Intensive Applications: The Big Ideas Behind Reliable, Scalable, and Maintainable Systems",Martin Kleppmann,3
417,stdy GT Technical Analysis Financial Mar,John J. Murphy,3
418,The World for Sale,Jack Farchy,3
419,The Entrepreneurial State : Debunking Public vs. Private Sector Myths,Mariana Mazzucato,3
420,Unreasonable Hospitality: The Remarkable Power of Giving People More Than They Expect,Will Guidara,3
421,Everyday Ayurveda (Hindi),BHASWATI BHATTACHARYA,3
422,"The Great Indian Cricket Circus: Amazing Facts, Stats and Everything in Between",Joy Bhattacharjya,3
423,METABOLICAL,Dr Robert Lustig,3
424,"Blue Ocean Strategy, Expanded Edition",Renee A. Mauborgne,3
425,Elon Musk (B),Ashlee Vance,3
426,Sam Walton : Made In America,Sam Walton,3
427,The Everything Store: Jeff Bezos and the Age of Amazon,Brad Stone,3
428,Mind of a Consultant : Leveraging a Consulting Mindset for Professional Success,Sandeep K. Krishnan,3
429,The Final Farewell: Understanding the Last Rites and Rituals of India's Major Faiths,Minakshi Dewan,3
430,Bhujia Barons : The Untold Story of How Haldiram Built a Rs 5000-crore Empire,PAVITRA KUMAR,3
431,The Communication Book: 44 Ideas for Better Conversations Every Day,Mikael Krogerus,3
432,Power and Progress: Our Thousand-Year Struggle Over Technology and Prosperity,Simon Johnson,3
433,Samanya Hindi,Onkaar Nath Verma,3
434,The Lean Startup: The Million Copy Bestseller Driving Entrepreneurs to Success,Eric Ries,3
435,"Working Backwards: Insights, Stories and Secrets from Inside Amazon",Colin Bryar,3
436,Business School,Robert T Kiyosaki,3
437,Lilliput Land: How Small is Driving India's Mega Consumption Story,Rama Bijapurkar,3
438,Pandeymonium : Piyush Pandey on Advertising,Piyush Pandey,3
439,Supermarketwala : Secrets To Winning Consumer India,Damodar Mall,3
440,Hooked: How to Build Habit-Forming Products,Nir Eyal,3
441,An Incomplete Life: The Autobiography,Vijaypat Singhania,3
442,Becoming Trader Joe,Joe Coulombe,3
443,"Everybody Loves a Good Drought: Stories from India’s Poorest Districts (20th Anniversary Edition) [Paperback] Sainath, P.",Sainath P.,3
444,"The Phoenix Project: A Novel about It, Devops, and Helping Your Business Win",Gene Kim,3
445,SACH KAHUN TOH: AN AUTOBIOGRAPHY,NEENA GUPTA,3
446,Own Your Body: A Doctor's Life-saving Tips,Dr. Shiv K Sarin,3
447,HOW GOOGLE WORKS (REISSUE),Eric Schmidt,3
448,HOTEL ADVENTURES WITH THE STARS!,L. Aruna Dhir,3
449,What the CEO Wants You to Know: How Your Company Really Works,Ram Charan,3
450,(ISC)2 CISSP Certified Information Systems Security Professional Official Study Guide & Practice Tests Bundle,Mike Chapple,3
451,"My First Shaped Board book - Elephant, Die-Cut Animals, Picture Book for Children",Wonder House Books,4
452,"My First Shaped Board Book - Dog, Die-Cut Animals, Picture Book for Children",Wonder House Books,4
453,The Very Hungry Caterpillar [Board book] Eric Carle,Eric Carle,4
454,Seek And Find - Animals : Early Learning Board Books With Tabs,Wonder House Books,4
455,Touch and Feel Playbook (The Very Hungry Caterpillar) [Paperback] Eric Carle,Carle Eric,4
456,My First Animal Sticker Book: Exciting Sticker Book With 100 Stickers,Wonder House Books,4
457,"HELLO, WORLD! SOLAR SYSTEM",Jill McDonald,4
458,THE KOALA WHO COULD BOARD BOOK,Rachel Bright,4
459,"My First Shaped Board book - Monkey, Die-Cut Animals, Picture Book for Children",Wonder House Books,4
460,My First Shaped Board Book: Illustrated Lion - Animal Picture Book for Kids Age 2+ Board book (My First Shaped Board Books),Wonder House Books,4
461,THE KOALA WHO COULD,Rachel Bright,4
462,Peppa Pig : Peppa's Super Noisy Sound Bo,,4
463,The Always Happy Series: Yuki the unicorn - A fun Story About Making The Most Of Things - Beautifully Illustrated Picture Book For Children,Wonder House Books,4
464,The Rabbit Listened,Cori Doerrfeld,4
465,The Last Bear: Winner of the Blue Peter Award – ‘A dazzling debut’ THE TIMES,Hannah Gold,4
466,Animal Fun Reusable Sticker Book For Children,Wonder House Books,4
467,Ladybird Big Noisy Book : Farm Hullaball,,4
468,Farm - Illustrated Book On Farm Animals,Farzana Sarup,4
469,THE GOPI DIARIES BOXSET: set of 3 books,Sudha Murty,4
470,"My First Shaped Board book - Panda, Die-Cut Animals, Picture Book for Children",Wonder House Books,4
471,How The Bamboo Got Its Bounty,Sudha Murty,4
472,Peppa Pig: Bedtime Little Library [Board book] Peppa Pig,Peppa Pig,4
473,GIRAFFES CAN'T DANCE CASED BOARD BOOK,Guy Parker-Rees,4
474,My First Pop-Up Fairy Tales - Three Little Pigs : Pop up Books for children,Wonder House Books,4
475,Pick and Paint Coloring Activity Book For Kids: Unicorn,Wonder House Books,4
476,Colouring Book of Animals: Creative Crayons Series - Crayon Copy Colour Books,Wonder House Books,4
477,Peppa Pig: 1000 First Words Sticker Book,LADYBIRD,4
478,Baby Touch: Animals Tab Book,LADYBIRD,4
479,THE LION INSIDE: Toddler,Rachel Bright,4
480,Goodnight Moon,Margaret Wise Brown,4
481,Peppa Pig Super Stickers Activity Book,,4
482,GERONIMO STILTON: THE KINGDOM OF FANTASY,GERONIMO STILTON,4
483,My First Shaped Board Book: Illustrated Cat - Animal Picture Book for Kids Age 2+ Board book (My First Shaped Board Books),Wonder House Books,4
484,Encyclopedia : My Encyclopedia of Space - What? Why? How? When?,Om Books Editorial Team,4
485,Llama Llama Red Pajama,Anna Dewdney,4
486,Dinosaurs WOW Children Encyclopedia in Augmented Reality Age 6+ - Free AR App with 150 Interesting Facts| Picture Book: Wow Encyclopedia in Augmented Reality- Age 6+ [Paperback] Dreamland Publications,Dreamland Publications,4
487,Peppa Pig: Little Library [Board book] Peppa Pig,,4
488,Monkey Puzzle,Julia Donaldson,4
489,My First Shaped Board Book: Illustrated Parrot - Bird Picture Book for Kids Age 2+ Board book: Animal Picture Book (My First Shaped Board Books),Wonder House Books,4
490,THE INCREDIBLE HISTORY OF THE INDIAN OCEAN,SANJEEV SANYAL,4
491,"The Tiger Who Came to Tea: The bestselling classic children’s book, from the beloved Judith Kerr",Judith Kerr,4
492,Fantastic Mr Fox,Roald Dahl,4
493,Board Book : The Frog Prince ( Fairy Tales ) - Cutout Board Books,Om Books Editorial Team,4
494,"The Jungle Book (Campbell First Stories) (Campbell First Stories, 5)",Miriam Bos,4
495,"My First Shaped Board book - Tiger, Die-Cut Animals, Picture Book for Children",Wonder House Books,4
496,"The Gruffalo (The Gruffalo, 1)",Julia Donaldson,4
497,Spot - Original Lift The Flap,Eric Hill,4
498,The Golden Key (Geronimo Stilton and the Kingdom of Fantasy #15),Geronimo Stilton,4
499,THE GOPI DIARIES: GROWING UP,Sudha Murty,4
500,"ZOOM, ZOOM, BABY!",Karen Katz,4
501,1800+ Reward Stickers - Ideal For Teachers And Parents : Sticker Book With Over 1800 Stickers To Boost The Morale of Kids,Wonder House Books,4
502,Colouring Book of Fruits: Creative Crayons Series - Crayon Copy Colour Books,Wonder House Books,4
503,My First Shapes and Colours Sticker Book: Exciting Sticker Book With 100 Stickers,Wonder House Books,4
504,Flowers Coloring Book for adults,Wonder House Books,4
505,100 Words Reusable Sticker Book For Children,Wonder House Books,4
506,Animal Fun Reusable Sticker Book For Children,Wonder House Books,4
507,Little Artist Series Animals: Copy Colour Books,Wonder House Books,4
508,"Colouring Book of Transport (Cars, Trains, Airplane and more): Creative Crayons Series - Crayon Copy Colour Books",Wonder House Books,4
509,My First Shaped Board Books For Children: Transport - Car,Wonder House Books,4
510,My first Travel Sticker Book,Wonder House Books,4
511,Seek And Find - Vehicles : Early Learning Board Books With Tabs,Wonder House Books,4
512,Little Artist Series Dinosaurs: Copy Colour Books,Wonder House Books,4
513,Baby Touch: Vehicles Tab Book [Board book] Ladybird,LADYBIRD,4
514,Stay Magical Unicorn Copy Coloring Book: Fun Activity Books For Children,Wonder House Books,4
515,"ZOOM, ZOOM, BABY!",Karen Katz,4
516,Little Artist Series Cars: Copy Colour Books,Wonder House Books,4
517,Mandala Coloring Book For Adults,Wonder House Books,4
518,Tell the Time Sticker Activity Book Fun Activity Book for Children 100 + Stickers,Wonder House Books,4
519,Daughter of the Deep,Rick Riordan,4
520,High Street Fashion Coloring book for adults,Wonder House Books,4
521,Little Blue Truck,Alice Schertle,4
522,Little Artist Series Transport: Copy Colour Books,Wonder House Books,4
523,The Octonauts Explore The Great Big Ocean,Meomi,4
524,Diary of a Minecraft Zombie Book 20: Mob Mash,Zack Zombie,4
525,Lost And Found,Oliver Jeffers,4
526,Pocket Eyewitness Cars: Facts at Your Fingertips,DK,4
527,Patterns Of The World Coloring Book For Adults,Wonder House Books,4
528,Learning Numbers 1 100 Activity Book Fun Early Learning and Interactive Book for Children,Wonder House Books,4
529,Don't Let the Pigeon Drive the Bus!,Mo Willems,4
530,Where Do Diggers Sleep at Night?,Brianna Caplan Sayres,4
531,My First Shaped Board Books For Children: Transport - Ship,Wonder House Books,4
532,101 Crayon Coloring: Fun Activity Book For Children,Wonder House Books,4
533,Peppa Pig: Peppa's Tavels (Sticke Book,Peppa Pig,4
534,Nature Garden Coloring Book for Adults,Wonder House Books,4
535,My First Mini Library Of Learning Vol. 1,Puffin India,4
536,"Hello, World! Construction Site",Jill McDonald,4
537,Puffin EL: My First Puffin Library,Penguin India,4
538,TRAINS,Emily Bone,4
539,The Little Engine That Could: 90th Anniv,Watty Piper,4
540,The Octonauts And The Frown Fish,Meomi,4
541,"Busy Cars (Campbell Busy Books, 45)",Campbell Books,4
542,What Do People Do All Day?,Richard Scarry,4
543,Fire Truck #1274 Finds Her Way Home,Terry Lesher,4
544,The Last Kids On Earth And The Doomsday Race - The Last Kids,Max Brallier,4
